
3.32548731075111,-0.525976,5.71363910883086,38,189.92,66.62,14.71,11.35,10.19,4.68,9,6.32,25.3,28.68
1.68443049362084,-0.0902970000000032,8.12634478355644,64,188.36,53,5.9,7.68,6.37,11.57,8.49,6.96,23.81,30.01
2.80098071021621,-0.397832000000001,4.44860513800997,212,176.79,60.15,7.58,9.93,11.19,7.28,8.58,6.27,22.94,22.81
2.8651162203302,-0.481166999999999,5.95984033379128,255,186.06,61.31,10.04,8.27,12.53,8.45,7.77,6.49,25.09,29.58
3.44207971030475,-0.796136000000001,6.24980633717207,298,189.2,62.87,11.57,7.95,17.83,11.4,8.63,6.31,26.23,27.07
2.72974528565544,-0.167650000000002,4.52858814267366,378,184.27,67.62,9.85,6.81,12.56,9.1,9.25,6.83,18.99,29.9
3.34246545580915,-1.988874,4.63438370698665,408,178.92,61.31,17.14,6.9,10.28,14.12,7.97,6.61,22.62,17.3
3.39019451605872,-0.600248000000001,9.29646702602015,435,187.67,47.71,9.41,16.8,10.29,7.3,8.64,6.4,20.7,32.32
3.58837330308735,-1.298976,6.13957791948955,448,182.72,57.17,17.03,13.17,7.39,8.32,7.82,7.05,21.9,23.14
4.65558709330314,-0.277486,4.74281706738104,641,185.38,67.53,23.64,8.57,17.92,8.84,8.13,6.78,24.67,29.52
4.09987090107501,-0.423742000000001,11.544221170181,667,180.96,35.98,18.83,11.63,12.21,7.08,9.32,6.88,17.35,27.85
3.4400434481142,-1.16931,12.5275845546971,707,187.08,36.97,8.06,13.78,15.07,14.22,7.83,5.95,27.03,26.87
2.84083613915674,-0.252108,6.39091516421106,931,175.85,49.87,7.45,10.19,11.28,7.38,7.61,6.89,21.58,24.85
4.05320062287587,-0.109711000000001,6.19209231884315,993,190.14,64.13,7.59,15.24,21.47,8.79,9.21,6.38,25.72,29.43

