// SUT_2_US.SUT_2_NE.SUT_3_US.SUT_3_NE.SL_BA_US.SL_BA_NE.SKOK_NAP.SKOK_OBR.ASISTENC.OSOB_GRE.IZG_LOPT.UKR_LOPT.BLOKADE.K1.K2
9,000.18,000.6,000.11,000.16,000.7,000.7,000.19,000.4,000.21,000.19,000.3,000.1,000.0,000.-31,000
15,000.21,000.6,000.12,000.4,000.0,000.7,000.10,000.10,000.19,000.24,000.5,000.1,000.0,000.-42,000
7,000.25,000.12,000.16,000.3,000.1,000.9,000.12,000.8,000.30,000.18,000.4,000.0,000.0,000.-51,000
13,000.28,000.6,000.9,000.9,000.6,000.9,000.19,000.8,000.18,000.12,000.5,000.8,000.0,000.-16,000
12,000.27,000.4,000.16,000.18,000.11,000.6,000.18,000.3,000.25,000.10,000.9,000.1,000.0,000.-15,000
18,000.30,000.4,000.12,000.7,000.5,000.11,000.11,000.8,000.15,000.9,000.4,000.5,000.0,000.-26,000
15,000.31,000.5,000.9,000.11,000.9,000.13,000.17,000.5,000.17,000.17,000.6,000.3,000.0,000.-22,000
17,000.24,000.6,000.13,000.5,000.1,000.6,000.13,000.11,000.18,000.16,000.4,000.4,000.0,000.-38,000
12,000.11,000.8,000.21,000.9,000.3,000.7,000.14,000.9,000.37,000.23,000.4,000.0,000.0,000.-41,000
14,000.29,000.5,000.15,000.14,000.4,000.16,000.13,000.7,000.30,000.16,000.4,000.3,000.0,000.-37,000
18,000.28,000.4,000.11,000.10,000.3,000.2,000.29,000.9,000.17,000.21,000.7,000.5,000.0,000.-39,000
13,000.21,000.5,000.13,000.17,000.8,000.7,000.28,000.7,000.26,000.12,000.3,000.1,000.0,000.-10,000
13,000.28,000.9,000.17,000.5,000.2,000.11,000.17,000.12,000.14,000.16,000.7,000.3,000.0,000.-32,000
12,000.13,000.11,000.24,000.2,000.0,000.12,000.21,000.14,000.21,000.10,000.7,000.3,000.0,000.-8,000
14,000.28,000.7,000.16,000.11,000.6,000.10,000.27,000.9,000.20,000.10,000.7,000.3,000.0,000.-18,000
20,000.30,000.5,000.20,000.6,000.6,000.14,000.18,000.8,000.13,000.13,000.6,000.1,000.0,000.-31,000
20,000.28,000.5,000.14,000.6,000.6,000.15,000.18,000.9,000.24,000.10,000.10,000.7,000.0,000.-16,000
20,000.36,000.4,000.11,000.12,000.7,000.17,000.26,000.13,000.23,000.8,000.6,000.2,000.0,000.-8,000
18,000.25,000.3,000.12,000.19,000.4,000.8,000.15,000.9,000.27,000.16,000.9,000.3,000.0,000.-20,000
12,000.31,000.8,000.8,000.18,000.11,000.17,000.25,000.7,000.28,000.14,000.5,000.3,000.0,000.-2,000
23,000.25,000.3,000.12,000.10,000.4,000.12,000.18,000.9,000.24,000.8,000.3,000.0,000.0,000.-9,000
21,000.45,000.2,000.7,000.17,000.5,000.13,000.7,000.5,000.16,000.13,000.12,000.0,000.0,000.-20,000
20,000.27,000.6,000.12,000.8,000.6,000.14,000.25,000.12,000.21,000.17,000.3,000.7,000.0,000.-7,000
21,000.29,000.4,000.9,000.12,000.11,000.10,000.22,000.9,000.14,000.10,000.7,000.4,000.0,000.-25,000
22,000.30,000.4,000.3,000.11,000.0,000.11,000.21,000.7,000.17,000.12,000.4,000.1,000.0,000.-6,000
18,000.9,000.8,000.19,000.7,000.1,000.8,000.17,000.11,000.18,000.15,000.7,000.7,000.0,000.-8,000
18,000.22,000.4,000.10,000.21,000.8,000.15,000.22,000.9,000.24,000.18,000.6,000.4,000.0,000.-7,000
18,000.27,000.7,000.17,000.12,000.0,000.17,000.17,000.3,000.16,000.13,000.2,000.0,000.0,000.-14,000
21,000.19,000.6,000.9,000.10,000.2,000.20,000.32,000.25,000.13,000.5,000.0,000.0,000.0,000.-2,000
17,000.30,000.10,000.11,000.7,000.2,000.12,000.23,000.12,000.19,000.15,000.6,000.4,000.0,000.-3,000
14,000.15,000.11,000.10,000.10,000.6,000.11,000.20,000.11,000.22,000.24,000.8,000.4,000.0,000.-4,000
22,000.23,000.5,000.13,000.12,000.9,000.12,000.20,000.9,000.22,000.18,000.11,000.5,000.0,000.-4,000
22,000.23,000.6,000.12,000.9,000.5,000.14,000.20,000.12,000.17,000.16,000.6,000.2,000.0,000.-22,000
25,000.18,000.5,000.13,000.6,000.4,000.8,000.20,000.11,000.17,000.10,000.5,000.4,000.0,000.-14,000
20,000.15,000.4,000.10,000.21,000.7,000.8,000.14,000.14,000.28,000.18,000.6,000.1,000.0,000.-18,000
17,000.13,000.11,000.12,000.6,000.0,000.4,000.9,000.13,000.23,000.21,000.8,000.2,000.0,000.-32,000
16,000.28,000.8,000.21,000.18,000.7,000.12,000.16,000.9,000.24,000.18,000.6,000.2,000.0,000.-56,000
18,000.21,000.9,000.17,000.11,000.9,000.7,000.25,000.13,000.22,000.17,000.9,000.3,000.0,000.-8,000
22,000.31,000.4,000.19,000.18,000.9,000.20,000.24,000.7,000.28,000.11,000.10,000.3,000.0,000.-12,000
21,000.36,000.6,000.11,000.14,000.13,000.14,000.14,000.7,000.23,000.12,000.9,000.4,000.0,000.-28,000
12,000.22,000.14,000.15,000.10,000.3,000.10,000.14,000.13,000.32,000.13,000.8,000.3,000.0,000.-10,000
17,000.19,000.6,000.9,000.24,000.6,000.9,000.21,000.11,000.20,000.14,000.5,000.1,000.0,000.-2,000
23,000.23,000.5,000.6,000.15,000.9,000.9,000.10,000.13,000.28,000.11,000.6,000.5,000.0,000.-20,000
23,000.23,000.3,000.13,000.21,000.2,000.5,000.18,000.11,000.19,000.10,000.5,000.6,000.0,000.-6,000
19,000.12,000.11,000.18,000.5,000.1,000.9,000.18,000.16,000.20,000.31,000.12,000.4,000.0,000.-28,000
19,000.31,000.8,000.14,000.14,000.5,000.17,000.15,000.15,000.19,000.17,000.7,000.0,000.0,000.-27,000
18,000.25,000.6,000.12,000.23,000.5,000.10,000.16,000.14,000.28,000.36,000.7,000.0,000.0,000.-55,000
18,000.26,000.2,000.9,000.36,000.12,000.12,000.25,000.12,000.26,000.20,000.5,000.2,000.0,000.-1,000
18,000.22,000.10,000.17,000.13,000.3,000.13,000.18,000.3,000.24,000.13,000.6,000.0,000.0,000.-13,000
23,000.25,000.8,000.15,000.11,000.3,000.19,000.15,000.14,000.18,000.15,000.8,000.7,000.0,000.-8,000
18,000.22,000.9,000.12,000.18,000.5,000.10,000.19,000.14,000.21,000.13,000.5,000.2,000.0,000.-13,000
24,000.21,000.6,000.19,000.16,000.6,000.12,000.25,000.12,000.24,000.18,000.9,000.3,000.0,000.-3,000
26,000.28,000.5,000.6,000.15,000.2,000.6,000.17,000.10,000.18,000.14,000.5,000.2,000.0,000.-23,000
18,000.19,000.13,000.17,000.8,000.3,000.10,000.19,000.13,000.20,000.16,000.1,000.1,000.0,000.-51,000
24,000.12,000.5,000.25,000.20,000.9,000.8,000.13,000.13,000.27,000.13,000.11,000.0,000.0,000.-22,000
23,000.24,000.5,000.16,000.22,000.4,000.10,000.12,000.11,000.24,000.14,000.13,000.2,000.0,000.-15,000
29,000.26,000.5,000.8,000.12,000.5,000.9,000.25,000.12,000.30,000.16,000.4,000.3,000.0,000.-15,000
24,000.28,000.6,000.15,000.19,000.10,000.15,000.14,000.4,000.21,000.7,000.5,000.0,000.0,000.-16,000
14,000.17,000.15,000.21,000.12,000.5,000.12,000.10,000.17,000.16,000.10,000.3,000.0,000.0,000.-2,000
29,000.25,000.7,000.12,000.8,000.7,000.13,000.21,000.11,000.30,000.12,000.11,000.2,000.0,000.-6,000
31,000.31,000.5,000.13,000.14,000.8,000.11,000.16,000.17,000.13,000.15,000.4,000.4,000.0,000.-46,000
28,000.19,000.6,000.17,000.19,000.12,000.17,000.21,000.15,000.33,000.21,000.14,000.1,000.0,000.-4,000
34,000.33,000.5,000.5,000.11,000.12,000.14,000.23,000.10,000.19,000.21,000.8,000.3,000.0,000.-17,000
21,000.20,000.9,000.7,000.31,000.5,000.6,000.18,000.17,000.24,000.14,000.5,000.0,000.0,000.-15,000
19,000.31,000.1,000.11,000.25,000.7,000.16,000.25,000.6,000.22,000.11,000.7,000.5,000.1,000.2,000
24,000.19,000.4,000.10,000.7,000.9,000.10,000.22,000.17,000.15,000.9,000.7,000.0,000.1,000.8,000
16,000.22,000.6,000.13,000.18,000.12,000.9,000.23,000.2,000.22,000.8,000.8,000.2,000.1,000.10,000
16,000.30,000.6,000.9,000.19,000.2,000.17,000.27,000.16,000.18,000.14,000.6,000.2,000.1,000.16,000
21,000.18,000.5,000.11,000.12,000.11,000.15,000.31,000.10,000.21,000.18,000.7,000.9,000.1,000.15,000
21,000.20,000.3,000.5,000.21,000.5,000.6,000.22,000.9,000.22,000.16,000.10,000.1,000.1,000.2,000
22,000.16,000.3,000.8,000.19,000.9,000.3,000.31,000.9,000.18,000.9,000.3,000.5,000.1,000.8,000
20,000.22,000.9,000.6,000.6,000.3,000.4,000.19,000.16,000.16,000.9,000.6,000.1,000.1,000.6,000
16,000.28,000.9,000.17,000.14,000.3,000.11,000.24,000.12,000.19,000.10,000.7,000.8,000.1,000.7,000
26,000.26,000.5,000.8,000.7,000.8,000.9,000.18,000.8,000.14,000.11,000.8,000.5,000.1,000.3,000
16,000.14,000.7,000.15,000.21,000.7,000.11,000.25,000.11,000.20,000.11,000.0,000.2,000.1,000.9,000
24,000.23,000.1,000.7,000.24,000.9,000.9,000.24,000.11,000.19,000.16,000.10,000.5,000.1,000.4,000
